1155	6	63000001	64000001
1156	6	64000001	65000001
1157	6	65000001	66000001
1158	6	66000001	67000001
1159	6	67000001	68000001
1160	6	68000001	69000001
1161	6	69000001	70000001
1162	6	70000001	71000001
1163	6	71000001	72000001
1164	6	72000001	73000001
1165	6	73000001	74000001
1166	6	74000001	75000001
1167	6	75000001	76000001
1168	6	76000001	77000001
1169	6	77000001	78000001
1170	6	78000001	79000001
1171	6	79000001	80000001
1172	6	80000001	81000001
1173	6	81000001	82000001
1174	6	82000001	83000001
1175	6	83000001	84000001
1176	6	84000001	85000001
1177	6	85000001	86000001
1178	6	86000001	87000001
1179	6	87000001	88000001
1180	6	88000001	89000001
1181	6	89000001	90000001
1182	6	90000001	91000001
1183	6	91000001	92000001
1184	6	92000001	93000001
1185	6	93000001	94000001
1186	6	94000001	95000001
1187	6	95000001	96000001
1188	6	96000001	97000001
1189	6	97000001	98000001
1190	6	98000001	99000001
1191	6	99000001	100000001
1192	6	100000001	101000001
1193	6	101000001	102000001
1194	6	102000001	103000001
1195	6	103000001	104000001
1196	6	104000001	105000001
1197	6	105000001	106000001
1198	6	106000001	107000001
1199	6	107000001	108000001
1200	6	108000001	109000001
1201	6	109000001	110000001
1202	6	110000001	111000001
1203	6	111000001	112000001
1204	6	112000001	113000001
1205	6	113000001	114000001
1206	6	114000001	115000001
1207	6	115000001	116000001
1208	6	116000001	117000001
1209	6	117000001	118000001
1210	6	118000001	119000001
1211	6	119000001	120000001
1212	6	120000001	121000001
1213	6	121000001	122000001
1214	6	122000001	123000001
1215	6	123000001	124000001
1216	6	124000001	125000001
1217	6	125000001	126000001
1218	6	126000001	127000001
1219	6	127000001	128000001
1220	6	128000001	129000001
1221	6	129000001	130000001
1222	6	130000001	131000001
1223	6	131000001	132000001
1224	6	132000001	133000001
1225	6	133000001	134000001
1226	6	134000001	135000001
1227	6	135000001	136000001
1228	6	136000001	137000001
1229	6	137000001	138000001
1230	6	138000001	139000001
1231	6	139000001	140000001
1232	6	140000001	141000001
1233	6	141000001	142000001
1234	6	142000001	143000001
1235	6	143000001	144000001
1236	6	144000001	145000001
1237	6	145000001	146000001
1238	6	146000001	147000001
1239	6	147000001	148000001
1240	6	148000001	149000001
1241	6	149000001	150000001
1242	6	150000001	151000001
1243	6	151000001	152000001
1244	6	152000001	153000001
1245	6	153000001	154000001
1246	6	154000001	155000001
1247	6	155000001	156000001
1248	6	156000001	157000001
1249	6	157000001	158000001
1250	6	158000001	159000001
1251	6	159000001	160000001
1252	6	160000001	161000001
1253	6	161000001	162000001
1254	6	162000001	163000001
1255	6	163000001	164000001
1256	6	164000001	165000001
1257	6	165000001	166000001
1258	6	166000001	167000001
1259	6	167000001	168000001
1260	6	168000001	169000001
1261	6	169000001	170000001
1262	6	170000001	171000001
1263	6	171000001	167000001
1264	6	167000001	168000001
1265	6	168000001	169000001
1266	6	169000001	170000001
1267	6	170000001	171000001
1268	6	171000001	172000001
1269	7	1	1000001
1270	7	1000001	2000001
1271	7	2000001	3000001
1272	7	3000001	4000001
1273	7	4000001	5000001
1274	7	5000001	6000001
1275	7	6000001	7000001
1276	7	7000001	8000001
1277	7	8000001	9000001
1278	7	9000001	10000001
1279	7	10000001	11000001
1280	7	11000001	12000001
1281	7	12000001	13000001
1282	7	13000001	14000001
1283	7	14000001	15000001
1284	7	15000001	16000001
1285	7	16000001	17000001
1286	7	17000001	18000001
1287	7	18000001	19000001
1288	7	19000001	20000001
1289	7	20000001	21000001
1290	7	21000001	22000001
1291	7	22000001	23000001
1292	7	23000001	24000001
1293	7	24000001	25000001
1294	7	25000001	26000001
1295	7	26000001	27000001
1296	7	27000001	28000001
1297	7	28000001	29000001
1298	7	29000001	30000001
1299	7	30000001	31000001
1300	7	31000001	32000001
1301	7	32000001	33000001
1302	7	33000001	34000001
1303	7	34000001	35000001
1304	7	35000001	36000001
1305	7	36000001	37000001
1306	7	37000001	38000001
1307	7	38000001	39000001
1308	7	39000001	40000001
1309	7	40000001	41000001
1310	7	41000001	42000001
1311	7	42000001	43000001
1312	7	43000001	44000001
1313	7	44000001	45000001
1314	7	45000001	46000001
1315	7	46000001	47000001
1316	7	47000001	48000001
1317	7	48000001	49000001
1318	7	49000001	50000001
1319	7	50000001	51000001
1320	7	51000001	52000001
1321	7	52000001	53000001
1322	7	53000001	54000001
1323	7	54000001	55000001
1324	7	55000001	56000001
1325	7	56000001	57000001
1326	7	57000001	58000001
1327	7	58000001	59000001
1328	7	59000001	60000001
1329	7	60000001	61000001
1330	7	61000001	62000001
1331	7	62000001	63000001
1332	7	63000001	64000001
1333	7	64000001	65000001
1334	7	65000001	66000001
1335	7	66000001	67000001
1336	7	67000001	68000001
1337	7	68000001	69000001
1338	7	69000001	70000001
1339	7	70000001	71000001
1340	7	71000001	72000001
1341	7	72000001	73000001
1342	7	73000001	74000001
1343	7	74000001	75000001
1344	7	75000001	76000001
1345	7	76000001	77000001
1346	7	77000001	78000001
1347	7	78000001	79000001
1348	7	79000001	80000001
1349	7	80000001	81000001
1350	7	81000001	82000001
1351	7	82000001	83000001
1352	7	83000001	84000001
1353	7	84000001	85000001
1354	7	85000001	86000001
1355	7	86000001	87000001
1356	7	87000001	88000001
1357	7	88000001	89000001
1358	7	89000001	90000001
1359	7	90000001	91000001
1360	7	91000001	92000001
1361	7	92000001	93000001
1362	7	93000001	94000001
1363	7	94000001	95000001
1364	7	95000001	96000001
1365	7	96000001	97000001
1366	7	97000001	98000001
1367	7	98000001	99000001
1368	7	99000001	100000001
1369	7	100000001	101000001
1370	7	101000001	102000001
1371	7	102000001	103000001
1372	7	103000001	104000001
1373	7	104000001	105000001
1374	7	105000001	106000001
1375	7	106000001	107000001
1376	7	107000001	108000001
1377	7	108000001	109000001
1378	7	109000001	110000001
1379	7	110000001	111000001
1380	7	111000001	112000001
1381	7	112000001	113000001
1382	7	113000001	114000001
1383	7	114000001	115000001
1384	7	115000001	116000001
1385	7	116000001	117000001
1386	7	117000001	118000001
1387	7	118000001	119000001
1388	7	119000001	120000001
1389	7	120000001	121000001
1390	7	121000001	122000001
1391	7	122000001	123000001
1392	7	123000001	124000001
1393	7	124000001	125000001
1394	7	125000001	126000001
1395	7	126000001	127000001
1396	7	127000001	128000001
1397	7	128000001	129000001
1398	7	129000001	130000001
1399	7	130000001	131000001
1400	7	131000001	132000001
1401	7	132000001	133000001
1402	7	133000001	134000001
1403	7	134000001	135000001
1404	7	135000001	136000001
1405	7	136000001	137000001
1406	7	137000001	138000001
1407	7	138000001	139000001
1408	7	139000001	140000001
1409	7	140000001	141000001
1410	7	141000001	142000001
1411	7	142000001	143000001
1412	7	143000001	144000001
1413	7	144000001	145000001
1414	7	145000001	146000001
1415	7	146000001	147000001
1416	7	147000001	148000001
1417	7	148000001	149000001
1418	7	149000001	150000001
1419	7	150000001	151000001
1420	7	151000001	152000001
1421	7	152000001	153000001
1422	7	153000001	154000001
1423	7	154000001	155000001
1424	7	155000001	156000001
1425	7	156000001	157000001
1426	7	157000001	158000001
1427	7	158000001	159000001
1428	7	159000001	155000001
1429	7	155000001	156000001
1430	7	156000001	157000001
1431	7	157000001	158000001
1432	7	158000001	159000001
1433	7	159000001	160000001
1434	8	1	1000001
1435	8	1000001	2000001
1436	8	2000001	3000001
1437	8	3000001	4000001
1438	8	4000001	5000001
1439	8	5000001	6000001
1440	8	6000001	7000001
1441	8	7000001	8000001
1442	8	8000001	9000001
1443	8	9000001	10000001
1444	8	10000001	11000001
1445	8	11000001	12000001
1446	8	12000001	13000001
1447	8	13000001	14000001
1448	8	14000001	15000001
1449	8	15000001	16000001
1450	8	16000001	17000001
1451	8	17000001	18000001
1452	8	18000001	19000001
1453	8	19000001	20000001
1454	8	20000001	21000001
1455	8	21000001	22000001
1456	8	22000001	23000001
1457	8	23000001	24000001
1458	8	24000001	25000001
1459	8	25000001	26000001
1460	8	26000001	27000001
1461	8	27000001	28000001
1462	8	28000001	29000001
1463	8	29000001	30000001
1464	8	30000001	31000001
1465	8	31000001	32000001
1466	8	32000001	33000001
1467	8	33000001	34000001
1468	8	34000001	35000001
1469	8	35000001	36000001
1470	8	36000001	37000001
1471	8	37000001	38000001
1472	8	38000001	39000001
1473	8	39000001	40000001
1474	8	40000001	41000001
1475	8	41000001	42000001
1476	8	42000001	43000001
1477	8	43000001	44000001
1478	8	44000001	45000001
1479	8	45000001	46000001
1480	8	46000001	47000001
1481	8	47000001	48000001
1482	8	48000001	49000001
1483	8	49000001	50000001
1484	8	50000001	51000001
1485	8	51000001	52000001
1486	8	52000001	53000001
1487	8	53000001	54000001
1488	8	54000001	55000001
1489	8	55000001	56000001
1490	8	56000001	57000001
1491	8	57000001	58000001
1492	8	58000001	59000001
1493	8	59000001	60000001
1494	8	60000001	61000001
1495	8	61000001	62000001
1496	8	62000001	63000001
1497	8	63000001	64000001
1498	8	64000001	65000001
1499	8	65000001	66000001
1500	8	66000001	67000001
1501	8	67000001	68000001
1502	8	68000001	69000001
1503	8	69000001	70000001
1504	8	70000001	71000001
1505	8	71000001	72000001
1506	8	72000001	73000001
1507	8	73000001	74000001
1508	8	74000001	75000001
1509	8	75000001	76000001
1510	8	76000001	77000001
1511	8	77000001	78000001
1512	8	78000001	79000001
1513	8	79000001	80000001
1514	8	80000001	81000001
1515	8	81000001	82000001
1516	8	82000001	83000001
1517	8	83000001	84000001
1518	8	84000001	85000001
1519	8	85000001	86000001
1520	8	86000001	87000001
1521	8	87000001	88000001
1522	8	88000001	89000001
1523	8	89000001	90000001
1524	8	90000001	91000001
1525	8	91000001	92000001
1526	8	92000001	93000001
1527	8	93000001	94000001
1528	8	94000001	95000001
1529	8	95000001	96000001
1530	8	96000001	97000001
1531	8	97000001	98000001
1532	8	98000001	99000001
1533	8	99000001	100000001
1534	8	100000001	101000001
1535	8	101000001	102000001
1536	8	102000001	103000001
1537	8	103000001	104000001
1538	8	104000001	105000001
1539	8	105000001	106000001
1540	8	106000001	107000001
1541	8	107000001	108000001
1542	8	108000001	109000001
1543	8	109000001	110000001
1544	8	110000001	111000001
1545	8	111000001	112000001
1546	8	112000001	113000001
1547	8	113000001	114000001
1548	8	114000001	115000001
1549	8	115000001	116000001
1550	8	116000001	117000001
1551	8	117000001	118000001
1552	8	118000001	119000001
1553	8	119000001	120000001
1554	8	120000001	121000001
1555	8	121000001	122000001
1556	8	122000001	123000001
1557	8	123000001	124000001
1558	8	124000001	125000001
1559	8	125000001	126000001
1560	8	126000001	127000001
1561	8	127000001	128000001
1562	8	128000001	129000001
1563	8	129000001	130000001
1564	8	130000001	131000001
1565	8	131000001	132000001
1566	8	132000001	133000001
1567	8	133000001	134000001
1568	8	134000001	135000001
1569	8	135000001	136000001
1570	8	136000001	137000001
1571	8	137000001	138000001
1572	8	138000001	139000001
1573	8	139000001	140000001
1574	8	140000001	141000001
1575	8	141000001	142000001
1576	8	142000001	143000001
1577	8	143000001	144000001
1578	8	144000001	145000001
1579	8	145000001	146000001
1580	8	146000001	142000001
1581	8	142000001	143000001
1582	8	143000001	144000001
1583	8	144000001	145000001
1584	8	145000001	146000001
1585	8	146000001	147000001
1586	9	1	1000001
1587	9	1000001	2000001
1588	9	2000001	3000001
1589	9	3000001	4000001
1590	9	4000001	5000001
1591	9	5000001	6000001
1592	9	6000001	7000001
1593	9	7000001	8000001
1594	9	8000001	9000001
1595	9	9000001	10000001
1596	9	10000001	11000001
1597	9	11000001	12000001
1598	9	12000001	13000001
1599	9	13000001	14000001
1600	9	14000001	15000001
1601	9	15000001	16000001
1602	9	16000001	17000001
1603	9	17000001	18000001
1604	9	18000001	19000001
1605	9	19000001	20000001
1606	9	20000001	21000001
1607	9	21000001	22000001
1608	9	22000001	23000001
1609	9	23000001	24000001
1610	9	24000001	25000001
1611	9	25000001	26000001
1612	9	26000001	27000001
1613	9	27000001	28000001
1614	9	28000001	29000001
1615	9	29000001	30000001
1616	9	30000001	31000001
1617	9	31000001	32000001
1618	9	32000001	33000001
1619	9	33000001	34000001
1620	9	34000001	35000001
1621	9	35000001	36000001
1622	9	36000001	37000001
1623	9	37000001	38000001
1624	9	38000001	39000001
1625	9	39000001	40000001
1626	9	40000001	41000001
1627	9	41000001	42000001
1628	9	42000001	43000001
1629	9	43000001	44000001
1630	9	44000001	45000001
1631	9	45000001	46000001
1632	9	46000001	47000001
1633	9	47000001	48000001
1634	9	48000001	49000001
1635	9	49000001	50000001
1636	9	50000001	51000001
1637	9	51000001	52000001
1638	9	52000001	53000001
1639	9	53000001	54000001
1640	9	54000001	55000001
1641	9	55000001	56000001
1642	9	56000001	57000001
1643	9	57000001	58000001
1644	9	58000001	59000001
1645	9	59000001	60000001
1646	9	60000001	61000001
1647	9	61000001	62000001
1648	9	62000001	63000001
1649	9	63000001	64000001
1650	9	64000001	65000001
1651	9	65000001	66000001
1652	9	66000001	67000001
1653	9	67000001	68000001
1654	9	68000001	69000001
1655	9	69000001	70000001
1656	9	70000001	71000001
1657	9	71000001	72000001
1658	9	72000001	73000001
1659	9	73000001	74000001
1660	9	74000001	75000001
1661	9	75000001	76000001
1662	9	76000001	77000001
1663	9	77000001	78000001
1664	9	78000001	79000001
1665	9	79000001	80000001
1666	9	80000001	81000001
1667	9	81000001	82000001
1668	9	82000001	83000001
1669	9	83000001	84000001
1670	9	84000001	85000001
1671	9	85000001	86000001
1672	9	86000001	87000001
1673	9	87000001	88000001
1674	9	88000001	89000001
1675	9	89000001	90000001
1676	9	90000001	91000001
1677	9	91000001	92000001
1678	9	92000001	93000001
1679	9	93000001	94000001
1680	9	94000001	95000001
1681	9	95000001	96000001
1682	9	96000001	97000001
1683	9	97000001	98000001
1684	9	98000001	99000001
1685	9	99000001	100000001
1686	9	100000001	101000001
1687	9	101000001	102000001
1688	9	102000001	103000001
1689	9	103000001	104000001
1690	9	104000001	105000001
1691	9	105000001	106000001
1692	9	106000001	107000001
1693	9	107000001	108000001
1694	9	108000001	109000001
1695	9	109000001	110000001
1696	9	110000001	111000001
1697	9	111000001	112000001
1698	9	112000001	113000001
1699	9	113000001	114000001
1700	9	114000001	115000001
1701	9	115000001	116000001
1702	9	116000001	117000001
1703	9	117000001	118000001
1704	9	118000001	119000001
1705	9	119000001	120000001
1706	9	120000001	121000001
1707	9	121000001	122000001
1708	9	122000001	123000001
1709	9	123000001	124000001
1710	9	124000001	125000001
1711	9	125000001	126000001
1712	9	126000001	127000001
1713	9	127000001	128000001
1714	9	128000001	129000001
1715	9	129000001	130000001
1716	9	130000001	131000001
1717	9	131000001	132000001
1718	9	132000001	133000001
1719	9	133000001	134000001
1720	9	134000001	135000001
1721	9	135000001	136000001
1722	9	136000001	137000001
1723	9	137000001	138000001
1724	9	138000001	139000001
1725	9	139000001	140000001
1726	9	140000001	141000001
1727	9	141000001	137000001
1728	9	137000001	138000001
1729	9	138000001	139000001
1730	9	139000001	140000001
1731	9	140000001	141000001
1732	9	141000001	142000001
1733	10	1	1000001
1734	10	1000001	2000001
1735	10	2000001	3000001
1736	10	3000001	4000001
1737	10	4000001	5000001
1738	10	5000001	6000001
1739	10	6000001	7000001
1740	10	7000001	8000001
1741	10	8000001	9000001
1742	10	9000001	10000001
1743	10	10000001	11000001
1744	10	11000001	12000001
1745	10	12000001	13000001
1746	10	13000001	14000001
1747	10	14000001	15000001
1748	10	15000001	16000001
1749	10	16000001	17000001
1750	10	17000001	18000001
1751	10	18000001	19000001
1752	10	19000001	20000001
1753	10	20000001	21000001
1754	10	21000001	22000001
1755	10	22000001	23000001
1756	10	23000001	24000001
1757	10	24000001	25000001
1758	10	25000001	26000001
1759	10	26000001	27000001
1760	10	27000001	28000001
1761	10	28000001	29000001
1762	10	29000001	30000001
1763	10	30000001	31000001
1764	10	31000001	32000001
1765	10	32000001	33000001
1766	10	33000001	34000001
1767	10	34000001	35000001
1768	10	35000001	36000001
1769	10	36000001	37000001
1770	10	37000001	38000001
1771	10	38000001	39000001
1772	10	39000001	40000001
1773	10	40000001	41000001
1774	10	41000001	42000001
1775	10	42000001	43000001
1776	10	43000001	44000001
1777	10	44000001	45000001
1778	10	45000001	46000001
1779	10	46000001	47000001
1780	10	47000001	48000001
1781	10	48000001	49000001
1782	10	49000001	50000001
1783	10	50000001	51000001
1784	10	51000001	52000001
1785	10	52000001	53000001
1786	10	53000001	54000001
1787	10	54000001	55000001
1788	10	55000001	56000001
1789	10	56000001	57000001
1790	10	57000001	58000001
1791	10	58000001	59000001
1792	10	59000001	60000001
1793	10	60000001	61000001
1794	10	61000001	62000001
1795	10	62000001	63000001
1796	10	63000001	64000001
1797	10	64000001	65000001
1798	10	65000001	66000001
1799	10	66000001	67000001
1800	10	67000001	68000001
1801	10	68000001	69000001
1802	10	69000001	70000001
1803	10	70000001	71000001
1804	10	71000001	72000001
1805	10	72000001	73000001
1806	10	73000001	74000001
1807	10	74000001	75000001
1808	10	75000001	76000001
1809	10	76000001	77000001
1810	10	77000001	78000001
1811	10	78000001	79000001
1812	10	79000001	80000001
1813	10	80000001	81000001
1814	10	81000001	82000001
1815	10	82000001	83000001
1816	10	83000001	84000001
1817	10	84000001	85000001
1818	10	85000001	86000001
1819	10	86000001	87000001
1820	10	87000001	88000001
1821	10	88000001	89000001
1822	10	89000001	90000001
1823	10	90000001	91000001
1824	10	91000001	92000001
1825	10	92000001	93000001
1826	10	93000001	94000001
1827	10	94000001	95000001
1828	10	95000001	96000001
1829	10	96000001	97000001
1830	10	97000001	98000001
1831	10	98000001	99000001
1832	10	99000001	100000001
1833	10	100000001	101000001
1834	10	101000001	102000001
1835	10	102000001	103000001
1836	10	103000001	104000001
1837	10	104000001	105000001
1838	10	105000001	106000001
1839	10	106000001	107000001
1840	10	107000001	108000001
1841	10	108000001	109000001
1842	10	109000001	110000001
1843	10	110000001	111000001
1844	10	111000001	112000001
1845	10	112000001	113000001
1846	10	113000001	114000001
1847	10	114000001	115000001
1848	10	115000001	116000001
1849	10	116000001	117000001
1850	10	117000001	118000001
1851	10	118000001	119000001
1852	10	119000001	120000001
1853	10	120000001	121000001
1854	10	121000001	122000001
1855	10	122000001	123000001
1856	10	123000001	124000001
1857	10	124000001	125000001
1858	10	125000001	126000001
1859	10	126000001	127000001
1860	10	127000001	128000001
1861	10	128000001	129000001
1862	10	129000001	130000001
1863	10	130000001	131000001
1864	10	131000001	132000001
1865	10	132000001	133000001
1866	10	133000001	134000001
1867	10	134000001	135000001
1868	10	135000001	131000001
1869	10	131000001	132000001
1870	10	132000001	133000001
1871	10	133000001	134000001
1872	10	134000001	135000001
1873	10	135000001	136000001
1874	11	1	1000001
1875	11	1000001	2000001
1876	11	2000001	3000001
1877	11	3000001	4000001
1878	11	4000001	5000001
1879	11	5000001	6000001
1880	11	6000001	7000001
1881	11	7000001	8000001
1882	11	8000001	9000001
1883	11	9000001	10000001
1884	11	10000001	11000001
1885	11	11000001	12000001
1886	11	12000001	13000001
1887	11	13000001	14000001
1888	11	14000001	15000001
1889	11	15000001	16000001
1890	11	16000001	17000001
1891	11	17000001	18000001
1892	11	18000001	19000001
1893	11	19000001	20000001
1894	11	20000001	21000001
1895	11	21000001	22000001
1896	11	22000001	23000001
1897	11	23000001	24000001
1898	11	24000001	25000001
1899	11	25000001	26000001
1900	11	26000001	27000001
1901	11	27000001	28000001
1902	11	28000001	29000001
1903	11	29000001	30000001
1904	11	30000001	31000001
1905	11	31000001	32000001
1906	11	32000001	33000001
1907	11	33000001	34000001
1908	11	34000001	35000001
1909	11	35000001	36000001
1910	11	36000001	37000001
1911	11	37000001	38000001
1912	11	38000001	39000001
1913	11	39000001	40000001
1914	11	40000001	41000001
1915	11	41000001	42000001
1916	11	42000001	43000001
1917	11	43000001	44000001
1918	11	44000001	45000001
1919	11	45000001	46000001
1920	11	46000001	47000001
1921	11	47000001	48000001
1922	11	48000001	49000001
1923	11	49000001	50000001
1924	11	50000001	51000001
1925	11	51000001	52000001
1926	11	52000001	53000001
1927	11	53000001	54000001
1928	11	54000001	55000001
1929	11	55000001	56000001
1930	11	56000001	57000001
1931	11	57000001	58000001
1932	11	58000001	59000001
1933	11	59000001	60000001
1934	11	60000001	61000001
1935	11	61000001	62000001
1936	11	62000001	63000001
1937	11	63000001	64000001
1938	11	64000001	65000001
1939	11	65000001	66000001
1940	11	66000001	67000001
1941	11	67000001	68000001
1942	11	68000001	69000001
1943	11	69000001	70000001
1944	11	70000001	71000001
1945	11	71000001	72000001
1946	11	72000001	73000001
1947	11	73000001	74000001
1948	11	74000001	75000001
1949	11	75000001	76000001
1950	11	76000001	77000001
1951	11	77000001	78000001
1952	11	78000001	79000001
1953	11	79000001	80000001
1954	11	80000001	81000001
1955	11	81000001	82000001
1956	11	82000001	83000001
1957	11	83000001	84000001
1958	11	84000001	85000001
1959	11	85000001	86000001
1960	11	86000001	87000001
1961	11	87000001	88000001
1962	11	88000001	89000001
1963	11	89000001	90000001
1964	11	90000001	91000001
1965	11	91000001	92000001
1966	11	92000001	93000001
1967	11	93000001	94000001
1968	11	94000001	95000001
1969	11	95000001	96000001
1970	11	96000001	97000001
1971	11	97000001	98000001
1972	11	98000001	99000001
1973	11	99000001	100000001
1974	11	100000001	101000001
1975	11	101000001	102000001
1976	11	102000001	103000001
1977	11	103000001	104000001
1978	11	104000001	105000001
1979	11	105000001	106000001
1980	11	106000001	107000001
1981	11	107000001	108000001
1982	11	108000001	109000001
1983	11	109000001	110000001
1984	11	110000001	111000001
1985	11	111000001	112000001
1986	11	112000001	113000001
1987	11	113000001	114000001
1988	11	114000001	115000001
1989	11	115000001	116000001
1990	11	116000001	117000001
1991	11	117000001	118000001
1992	11	118000001	119000001
1993	11	119000001	120000001
1994	11	120000001	121000001
1995	11	121000001	122000001
1996	11	122000001	123000001
1997	11	123000001	124000001
1998	11	124000001	125000001
1999	11	125000001	126000001
2000	11	126000001	127000001
2001	11	127000001	128000001
2002	11	128000001	129000001
2003	11	129000001	130000001
2004	11	130000001	131000001
2005	11	131000001	132000001
2006	11	132000001	133000001
2007	11	133000001	134000001
2008	11	134000001	135000001
2009	11	135000001	131000001
2010	11	131000001	132000001
2011	11	132000001	133000001
2012	11	133000001	134000001
2013	11	134000001	135000001
2014	11	135000001	136000001
2015	12	1	1000001
2016	12	1000001	2000001
2017	12	2000001	3000001
2018	12	3000001	4000001
2019	12	4000001	5000001
2020	12	5000001	6000001
2021	12	6000001	7000001
2022	12	7000001	8000001
2023	12	8000001	9000001
2024	12	9000001	10000001
2025	12	10000001	11000001
2026	12	11000001	12000001
2027	12	12000001	13000001
2028	12	13000001	14000001
2029	12	14000001	15000001
2030	12	15000001	16000001
2031	12	16000001	17000001
2032	12	17000001	18000001
2033	12	18000001	19000001
2034	12	19000001	20000001
2035	12	20000001	21000001
2036	12	21000001	22000001
2037	12	22000001	23000001
2038	12	23000001	24000001
2039	12	24000001	25000001
2040	12	25000001	26000001
2041	12	26000001	27000001
2042	12	27000001	28000001
2043	12	28000001	29000001
2044	12	29000001	30000001
2045	12	30000001	31000001
2046	12	31000001	32000001
2047	12	32000001	33000001
2048	12	33000001	34000001
2049	12	34000001	35000001
2050	12	35000001	36000001
2051	12	36000001	37000001
2052	12	37000001	38000001
2053	12	38000001	39000001
2054	12	39000001	40000001
2055	12	40000001	41000001
2056	12	41000001	42000001
2057	12	42000001	43000001
2058	12	43000001	44000001
2059	12	44000001	45000001
2060	12	45000001	46000001
2061	12	46000001	47000001
2062	12	47000001	48000001
2063	12	48000001	49000001
2064	12	49000001	50000001
2065	12	50000001	51000001
2066	12	51000001	52000001
2067	12	52000001	53000001
2068	12	53000001	54000001
2069	12	54000001	55000001
2070	12	55000001	56000001
2071	12	56000001	57000001
2072	12	57000001	58000001
2073	12	58000001	59000001
2074	12	59000001	60000001
2075	12	60000001	61000001
2076	12	61000001	62000001
2077	12	62000001	63000001
2078	12	63000001	64000001
2079	12	64000001	65000001
2080	12	65000001	66000001
2081	12	66000001	67000001
2082	12	67000001	68000001
2083	12	68000001	69000001
2084	12	69000001	70000001
2085	12	70000001	71000001
2086	12	71000001	72000001
2087	12	72000001	73000001
2088	12	73000001	74000001
2089	12	74000001	75000001
2090	12	75000001	76000001
2091	12	76000001	77000001
2092	12	77000001	78000001
2093	12	78000001	79000001
2094	12	79000001	80000001
2095	12	80000001	81000001
2096	12	81000001	82000001
2097	12	82000001	83000001
2098	12	83000001	84000001
2099	12	84000001	85000001
2100	12	85000001	86000001
2101	12	86000001	87000001
2102	12	87000001	88000001
2103	12	88000001	89000001
2104	12	89000001	90000001
2105	12	90000001	91000001
2106	12	91000001	92000001
2107	12	92000001	93000001
2108	12	93000001	94000001
2109	12	94000001	95000001
2110	12	95000001	96000001
2111	12	96000001	97000001
2112	12	97000001	98000001
2113	12	98000001	99000001
2114	12	99000001	100000001
2115	12	100000001	101000001
2116	12	101000001	102000001
2117	12	102000001	103000001
2118	12	103000001	104000001
2119	12	104000001	105000001
2120	12	105000001	106000001
2121	12	106000001	107000001
2122	12	107000001	108000001
2123	12	108000001	109000001
2124	12	109000001	110000001
2125	12	110000001	111000001
2126	12	111000001	112000001
2127	12	112000001	113000001
2128	12	113000001	114000001
2129	12	114000001	115000001
2130	12	115000001	116000001
2131	12	116000001	117000001
2132	12	117000001	118000001
2133	12	118000001	119000001
2134	12	119000001	120000001
2135	12	120000001	121000001
2136	12	121000001	122000001
2137	12	122000001	123000001
2138	12	123000001	124000001
2139	12	124000001	125000001
2140	12	125000001	126000001
2141	12	126000001	127000001
2142	12	127000001	128000001
2143	12	128000001	129000001
2144	12	129000001	130000001
2145	12	130000001	131000001
2146	12	131000001	132000001
2147	12	132000001	133000001
2148	12	133000001	129000001
2149	12	129000001	130000001
2150	12	130000001	131000001
2151	12	131000001	132000001
2152	12	132000001	133000001
2153	12	133000001	134000001
2154	13	1	1000001
2155	13	1000001	2000001
2156	13	2000001	3000001
2157	13	3000001	4000001
2158	13	4000001	5000001
2159	13	5000001	6000001
2160	13	6000001	7000001
2161	13	7000001	8000001
2162	13	8000001	9000001
2163	13	9000001	10000001
2164	13	10000001	11000001
2165	13	11000001	12000001
2166	13	12000001	13000001
2167	13	13000001	14000001
2168	13	14000001	15000001
2169	13	15000001	16000001
2170	13	16000001	17000001
2171	13	17000001	18000001
2172	13	18000001	19000001
2173	13	19000001	20000001
2174	13	20000001	21000001
2175	13	21000001	22000001
2176	13	22000001	23000001
2177	13	23000001	24000001
2178	13	24000001	25000001
2179	13	25000001	26000001
2180	13	26000001	27000001
2181	13	27000001	28000001
2182	13	28000001	29000001
2183	13	29000001	30000001
2184	13	30000001	31000001
2185	13	31000001	32000001
2186	13	32000001	33000001
2187	13	33000001	34000001
2188	13	34000001	35000001
2189	13	35000001	36000001
2190	13	36000001	37000001
2191	13	37000001	38000001
2192	13	38000001	39000001
2193	13	39000001	40000001
2194	13	40000001	41000001
2195	13	41000001	42000001
2196	13	42000001	43000001
2197	13	43000001	44000001
2198	13	44000001	45000001
2199	13	45000001	46000001
2200	13	46000001	47000001
2201	13	47000001	48000001
2202	13	48000001	49000001
2203	13	49000001	50000001
2204	13	50000001	51000001
2205	13	51000001	52000001
2206	13	52000001	53000001
2207	13	53000001	54000001
2208	13	54000001	55000001
2209	13	55000001	56000001
2210	13	56000001	57000001
2211	13	57000001	58000001
2212	13	58000001	59000001
2213	13	59000001	60000001
2214	13	60000001	61000001
2215	13	61000001	62000001
2216	13	62000001	63000001
2217	13	63000001	64000001
2218	13	64000001	65000001
2219	13	65000001	66000001
2220	13	66000001	67000001
2221	13	67000001	68000001
2222	13	68000001	69000001
2223	13	69000001	70000001
2224	13	70000001	71000001
2225	13	71000001	72000001
2226	13	72000001	73000001
2227	13	73000001	74000001
2228	13	74000001	75000001
2229	13	75000001	76000001
2230	13	76000001	77000001
2231	13	77000001	78000001
2232	13	78000001	79000001
